Days for shipment (scheduled),Category Name,Market,Order Item Discount,Order Item Profit Ratio,Order Region,Order Status,Product Price,Shipping Mode
2,Camping & Hiking,LATAM,60.0,-0.239999995,Central America,PROCESSING,299.980011,Second Class
2,Camping & Hiking,LATAM,60.0,0.029999999,Central America,PROCESSING,299.980011,Second Class
2,Camping & Hiking,LATAM,60.0,0.270000011,South America,PROCESSING,299.980011,Second Class
2,Fishing,LATAM,100.0,0.340000004,Caribbean,PROCESSING,399.980011,Second Class
2,Fishing,LATAM,100.0,0.460000008,Central America,PROCESSING,399.980011,Second Class
2,Cardio Equipment,LATAM,5.0,0.100000001,Central America,SUSPECTED_FRAUD,99.98999786,Second Class
2,Cardio Equipment,LATAM,10.0,0.25999999,South America,SUSPECTED_FRAUD,99.98999786,Second Class
2,Men's Footwear,LATAM,2.599999905,0.270000011,Central America,SUSPECTED_FRAUD,129.9900055,Second Class
2,Men's Footwear,LATAM,5.199999809,0.340000004,Caribbean,SUSPECTED_FRAUD,129.9900055,Second Class
2,Men's Footwear,LATAM,6.5,0.209999993,Caribbean,SUSPECTED_FRAUD,129.9900055,Second Class
2,Men's Footwear,LATAM,13.0,0.090000004,Central America,SUSPECTED_FRAUD,129.9900055,Second Class
2,Men's Footwear,LATAM,15.60000038,0.360000014,Central America,SUSPECTED_FRAUD,129.9900055,Second Class
2,Men's Footwear,LATAM,16.89999962,0.129999995,Central America,SUSPECTED_FRAUD,129.9900055,Second Class
2,Men's Footwear,LATAM,16.89999962,-0.050000001,Central America,SUSPECTED_FRAUD,129.9900055,Second Class
2,Accessories,LATAM,4.5,0.439999998,South America,SUSPECTED_FRAUD,24.98999977,Second Class
2,Camping & Hiking,LATAM,6.0,0.479999989,Central America,SUSPECTED_FRAUD,299.980011,Second Class
2,Camping & Hiking,LATAM,12.0,0.479999989,Central America,SUSPECTED_FRAUD,299.980011,Second Class
2,Camping & Hiking,LATAM,30.0,0.330000013,Central America,SUSPECTED_FRAUD,299.980011,Second Class
2,Camping & Hiking,LATAM,45.0,0.49000001,South America,SUSPECTED_FRAUD,299.980011,Second Class
2,Fishing,LATAM,64.0,0.180000007,Central America,SUSPECTED_FRAUD,399.980011,Second Class
2,Fishing,LATAM,68.0,0.01,Central America,SUSPECTED_FRAUD,399.980011,Second Class
2,Fishing,LATAM,80.0,-0.800000012,Central America,SUSPECTED_FRAUD,399.980011,Second Class
2,Fishing,LATAM,100.0,-2.5,Caribbean,SUSPECTED_FRAUD,399.980011,Second Class
2,Fishing,LATAM,100.0,0.159999996,South America,SUSPECTED_FRAUD,399.980011,Second Class
2,Electronics,Pacific Asia,0.0,0.449999988,West Asia,CANCELED,27.98999977,Second Class
2,Men's Footwear,Pacific Asia,0.0,0.340000004,Oceania,CANCELED,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,2.599999905,-0.07,Oceania,CANCELED,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,9.100000381,0.419999987,Oceania,CANCELED,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,11.69999981,0.340000004,Oceania,CANCELED,129.9900055,Second Class
2,Garden,Pacific Asia,5.329999924,0.280000001,Eastern Asia,CANCELED,532.5800171,Second Class
2,Camping & Hiking,Pacific Asia,3.0,0.379999995,West Asia,CANCELED,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,6.0,0.49000001,West Asia,CANCELED,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,51.0,0.360000014,Southeast Asia,CANCELED,299.980011,Second Class
2,Music,Pacific Asia,2.609999895,0.479999989,Southeast Asia,CANCELED,260.6499939,Second Class
2,Video Games,Pacific Asia,6.760000229,0.460000008,Oceania,CANCELED,39.75,Second Class
2,Consumer Electronics,Pacific Asia,50.58000183,0.079999998,Southeast Asia,PENDING,252.8800049,Second Class
2,Pet Supplies,Pacific Asia,5.909999847,0.270000011,South Asia,PENDING,84.40000153,Second Class
2,Health and Beauty,Pacific Asia,11.72000027,0.25999999,Oceania,PENDING,293.0400085,Second Class
2,Tennis & Racquet,Pacific Asia,1.799999952,0.389999986,West Asia,PENDING,44.99000168,Second Class
2,Baseball & Softball,Pacific Asia,8.75,0.469999999,Southeast Asia,PENDING,34.99000168,Second Class
2,Cardio Equipment,Pacific Asia,7.0,0.25,Oceania,PENDING,99.98999786,Second Class
2,Men's Clothing,Pacific Asia,0.0,0.090000004,Eastern Asia,PENDING,210.8500061,Second Class
2,Men's Footwear,Pacific Asia,2.599999905,0.109999999,Eastern Asia,PENDING,129.9900055,Second Class
2,Cleats,Pacific Asia,1.200000048,0.479999989,West Asia,PENDING,59.99000168,Second Class
2,Men's Footwear,Pacific Asia,5.199999809,0.159999996,Eastern Asia,PENDING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,6.5,-0.01,Eastern Asia,PENDING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,7.150000095,0.280000001,Eastern Asia,PENDING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,7.150000095,0.340000004,South Asia,PENDING,129.9900055,Second Class
2,Women's Clothing,Pacific Asia,15.10999966,0.090000004,Oceania,PENDING,215.8200073,Second Class
2,Men's Footwear,Pacific Asia,11.69999981,0.02,Eastern Asia,PENDING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,11.69999981,0.300000012,Oceania,PENDING,129.9900055,Second Class
2,Cleats,Pacific Asia,5.400000095,0.050000001,South Asia,PENDING,59.99000168,Second Class
2,Men's Footwear,Pacific Asia,11.69999981,0.059999999,Southeast Asia,PENDING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,11.69999981,0.330000013,West Asia,PENDING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,13.0,0.330000013,South Asia,PENDING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,13.0,0.370000005,South Asia,PENDING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,15.60000038,0.25,Eastern Asia,PENDING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,15.60000038,0.050000001,South Asia,PENDING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,15.60000038,0.25,West Asia,PENDING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,16.89999962,-0.100000001,South Asia,PENDING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,19.5,0.479999989,Eastern Asia,PENDING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,19.5,-0.800000012,South Asia,PENDING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,19.5,0.360000014,South Asia,PENDING,129.9900055,Second Class
2,Cleats,Pacific Asia,9.0,0.430000007,West Asia,PENDING,59.99000168,Second Class
2,Men's Footwear,Pacific Asia,20.79999924,-0.230000004,South Asia,PENDING,129.9900055,Second Class
2,Baby ,Pacific Asia,9.449999809,0.280000001,Southeast Asia,PENDING,59.08000183,Second Class
2,Crafts,Pacific Asia,78.44999695,0.100000001,South Asia,PENDING,461.480011,Second Class
2,Women's Apparel,Pacific Asia,1.5,0.330000013,Eastern Asia,PENDING,50.0,Second Class
2,Shop By Sport,Pacific Asia,1.600000024,-1.330000043,Eastern Asia,PENDING,39.99000168,Second Class
2,Women's Apparel,Pacific Asia,2.75,0.280000001,Eastern Asia,PENDING,50.0,Second Class
2,Shop By Sport,Pacific Asia,5.199999809,-1.5,Oceania,PENDING,39.99000168,Second Class
2,Garden,Pacific Asia,10.64999962,0.319999993,Eastern Asia,PENDING,532.5800171,Second Class
2,Garden,Pacific Asia,15.97999954,0.340000004,Eastern Asia,PENDING,532.5800171,Second Class
2,Accessories,Pacific Asia,1.0,-0.400000006,Eastern Asia,PENDING,24.98999977,Second Class
2,Garden,Pacific Asia,26.62999916,0.25999999,South Asia,PENDING,532.5800171,Second Class
2,Camping & Hiking,Pacific Asia,0.0,0.310000002,Southeast Asia,PENDING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,6.0,-0.670000017,Eastern Asia,PENDING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,9.0,0.340000004,Southeast Asia,PENDING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,12.0,0.479999989,Eastern Asia,PENDING,299.980011,Second Class
2,Fishing,Pacific Asia,28.0,0.029999999,South Asia,PENDING,399.980011,Second Class
2,Camping & Hiking,Pacific Asia,21.0,0.469999999,West Asia,PENDING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,27.0,0.479999989,South Asia,PENDING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,30.0,0.0,South Asia,PENDING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,36.0,0.280000001,Eastern Asia,PENDING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,39.0,0.479999989,Eastern Asia,PENDING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,45.0,-0.129999995,Eastern Asia,PENDING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,51.0,0.050000001,West Asia,PENDING,299.980011,Second Class
2,Fishing,Pacific Asia,80.0,0.280000001,South Asia,PENDING,399.980011,Second Class
2,Camping & Hiking,Pacific Asia,60.0,-0.159999996,West Asia,PENDING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,75.0,0.460000008,South Asia,PENDING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,75.0,-0.07,West Asia,PENDING,299.980011,Second Class
2,Music,Pacific Asia,2.609999895,0.360000014,Southeast Asia,PENDING,260.6499939,Second Class
2,Video Games,Pacific Asia,1.99000001,-2.5,Eastern Asia,PENDING,39.75,Second Class
2,Video Games,Pacific Asia,6.360000134,0.25999999,Oceania,PENDING,39.75,Second Class
2,Video Games,Pacific Asia,6.360000134,0.360000014,South Asia,PENDING,39.75,Second Class
2,Health and Beauty,Pacific Asia,16.12000084,0.469999999,Southeast Asia,PROCESSING,293.0400085,Second Class
2,Cardio Equipment,Pacific Asia,0.0,0.25,Eastern Asia,PROCESSING,99.98999786,Second Class
2,Cardio Equipment,Pacific Asia,1.0,0.150000006,Eastern Asia,PROCESSING,99.98999786,Second Class
2,Cardio Equipment,Pacific Asia,3.0,0.25999999,Oceania,PROCESSING,99.98999786,Second Class
2,Cardio Equipment,Pacific Asia,17.0,0.360000014,Eastern Asia,PROCESSING,99.98999786,Second Class
2,Cardio Equipment,Pacific Asia,20.0,0.349999994,South Asia,PROCESSING,99.98999786,Second Class
2,Women's Clothing,Pacific Asia,0.0,0.25999999,Southeast Asia,PROCESSING,215.8200073,Second Class
2,Cleats,Pacific Asia,0.600000024,0.479999989,South Asia,PROCESSING,59.99000168,Second Class
2,Cleats,Pacific Asia,1.200000048,0.059999999,South Asia,PROCESSING,59.99000168,Second Class
2,Men's Footwear,Pacific Asia,2.599999905,0.289999992,South Asia,PROCESSING,129.9900055,Second Class
2,Women's Clothing,Pacific Asia,4.320000172,0.25,South Asia,PROCESSING,215.8200073,Second Class
2,Men's Footwear,Pacific Asia,3.900000095,0.330000013,Oceania,PROCESSING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,3.900000095,0.349999994,South Asia,PROCESSING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,6.5,0.25999999,Eastern Asia,PROCESSING,129.9900055,Second Class
2,Cleats,Pacific Asia,3.0,0.270000011,Oceania,PROCESSING,59.99000168,Second Class
2,Men's Footwear,Pacific Asia,6.5,0.449999988,West Asia,PROCESSING,129.9900055,Second Class
2,Women's Clothing,Pacific Asia,11.86999989,0.129999995,South Asia,PROCESSING,215.8200073,Second Class
2,Men's Footwear,Pacific Asia,7.150000095,0.360000014,West Asia,PROCESSING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,7.150000095,0.01,West Asia,PROCESSING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,9.100000381,0.460000008,Oceania,PROCESSING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,9.100000381,0.280000001,South Asia,PROCESSING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,11.69999981,0.360000014,South Asia,PROCESSING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,11.69999981,0.119999997,Southeast Asia,PROCESSING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,13.0,-0.109999999,West Asia,PROCESSING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,15.60000038,0.349999994,Oceania,PROCESSING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,15.60000038,0.050000001,South Asia,PROCESSING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,16.89999962,0.079999998,South Asia,PROCESSING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,20.79999924,-1.600000024,South Asia,PROCESSING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,22.10000038,0.349999994,Oceania,PROCESSING,129.9900055,Second Class
2,Cleats,Pacific Asia,10.19999981,0.360000014,Southeast Asia,PROCESSING,59.99000168,Second Class
2,Cleats,Pacific Asia,10.19999981,-0.600000024,West Asia,PROCESSING,59.99000168,Second Class
2,Men's Footwear,Pacific Asia,23.39999962,0.059999999,Oceania,PROCESSING,129.9900055,Second Class
2,Men's Clothing,Pacific Asia,37.95000076,0.5,Southeast Asia,PROCESSING,210.8500061,Second Class
2,Men's Footwear,Pacific Asia,26.0,0.460000008,Oceania,PROCESSING,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,26.0,0.479999989,South Asia,PROCESSING,129.9900055,Second Class
2,Girls' Apparel,Pacific Asia,1.75,0.389999986,Southeast Asia,PROCESSING,25.0,Second Class
2,Women's Apparel,Pacific Asia,4.5,0.340000004,Oceania,PROCESSING,50.0,Second Class
2,Women's Apparel,Pacific Asia,6.0,0.100000001,Southeast Asia,PROCESSING,50.0,Second Class
2,Electronics,Pacific Asia,5.760000229,0.039999999,Oceania,PROCESSING,47.99000168,Second Class
2,Garden,Pacific Asia,106.5199966,0.090000004,Oceania,PROCESSING,532.5800171,Second Class
2,Fishing,Pacific Asia,0.0,0.289999992,Southeast Asia,PROCESSING,399.980011,Second Class
2,Camping & Hiking,Pacific Asia,0.0,0.49000001,West Asia,PROCESSING,299.980011,Second Class
2,Fishing,Pacific Asia,4.0,0.100000001,South Asia,PROCESSING,399.980011,Second Class
2,Camping & Hiking,Pacific Asia,9.0,0.379999995,Oceania,PROCESSING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,9.0,0.469999999,Southeast Asia,PROCESSING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,12.0,0.430000007,Southeast Asia,PROCESSING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,15.0,0.079999998,West Asia,PROCESSING,299.980011,Second Class
2,Fishing,Pacific Asia,22.0,0.360000014,Eastern Asia,PROCESSING,399.980011,Second Class
2,Camping & Hiking,Pacific Asia,21.0,0.300000012,Eastern Asia,PROCESSING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,21.0,0.379999995,Oceania,PROCESSING,299.980011,Second Class
2,Fishing,Pacific Asia,28.0,0.25999999,South Asia,PROCESSING,399.980011,Second Class
2,Camping & Hiking,Pacific Asia,27.0,0.330000013,Eastern Asia,PROCESSING,299.980011,Second Class
2,Fishing,Pacific Asia,36.0,0.340000004,South Asia,PROCESSING,399.980011,Second Class
2,Fishing,Pacific Asia,36.0,0.059999999,Southeast Asia,PROCESSING,399.980011,Second Class
2,Camping & Hiking,Pacific Asia,30.0,0.330000013,Oceania,PROCESSING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,36.0,0.100000001,Oceania,PROCESSING,299.980011,Second Class
2,Fishing,Pacific Asia,60.0,0.100000001,South Asia,PROCESSING,399.980011,Second Class
2,Camping & Hiking,Pacific Asia,45.0,0.460000008,West Asia,PROCESSING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,54.0,0.330000013,Eastern Asia,PROCESSING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,54.0,0.409999996,West Asia,PROCESSING,299.980011,Second Class
2,Camping & Hiking,Pacific Asia,75.0,0.340000004,South Asia,PROCESSING,299.980011,Second Class
2,Music,Pacific Asia,10.43000031,0.25,Eastern Asia,PROCESSING,260.6499939,Second Class
2,DVDs,Pacific Asia,9.039999962,0.289999992,Southeast Asia,PROCESSING,164.3800049,Second Class
2,Video Games,Pacific Asia,2.779999971,0.180000007,Oceania,PROCESSING,39.75,Second Class
2,Video Games,Pacific Asia,4.769999981,0.25,South Asia,PROCESSING,39.75,Second Class
2,Video Games,Pacific Asia,6.760000229,0.090000004,Eastern Asia,PROCESSING,39.75,Second Class
2,Health and Beauty,Pacific Asia,58.61000061,0.49000001,Southeast Asia,SUSPECTED_FRAUD,293.0400085,Second Class
2,Men's Footwear,Pacific Asia,0.0,-0.050000001,Oceania,SUSPECTED_FRAUD,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,1.299999952,-0.239999995,Oceania,SUSPECTED_FRAUD,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,15.60000038,0.270000011,Oceania,SUSPECTED_FRAUD,129.9900055,Second Class
2,Men's Footwear,Pacific Asia,32.5,0.180000007,Oceania,SUSPECTED_FRAUD,129.9900055,Second Class
2,Women's Apparel,Pacific Asia,7.5,0.129999995,Southeast Asia,SUSPECTED_FRAUD,50.0,Second Class
2,Garden,Pacific Asia,29.29000092,0.25999999,Oceania,SUSPECTED_FRAUD,532.5800171,Second Class
2,Camping & Hiking,Pacific Asia,30.0,0.090000004,South Asia,SUSPECTED_FRAUD,299.980011,Second Class
2,Fishing,Pacific Asia,72.0,0.280000001,Southeast Asia,SUSPECTED_FRAUD,399.980011,Second Class
2,Video Games,Pacific Asia,7.159999847,0.300000012,Oceania,SUSPECTED_FRAUD,39.75,Second Class
2,Men's Footwear,USCA,2.599999905,0.090000004,East of USA,CANCELED,129.9900055,Second Class
2,Men's Footwear,USCA,3.900000095,-0.059999999,East of USA,CANCELED,129.9900055,Second Class
2,Men's Footwear,USCA,13.0,0.460000008,East of USA,CANCELED,129.9900055,Second Class
2,Men's Footwear,USCA,16.89999962,0.0,South of  USA ,CANCELED,129.9900055,Second Class
2,Men's Footwear,USCA,19.5,0.119999997,South of  USA ,CANCELED,129.9900055,Second Class
2,Women's Apparel,USCA,8.0,-0.670000017,West of USA ,CANCELED,50.0,Second Class
2,Accessories,USCA,6.25,0.449999988,West of USA ,CANCELED,24.98999977,Second Class
2,Camping & Hiking,USCA,27.0,0.360000014,East of USA,CANCELED,299.980011,Second Class
2,Cardio Equipment,USCA,10.0,0.469999999,West of USA ,PENDING,99.98999786,Second Class
2,Cardio Equipment,USCA,12.0,0.360000014,US Center ,PENDING,99.98999786,Second Class
2,Men's Footwear,USCA,2.599999905,0.230000004,South of  USA ,PENDING,129.9900055,Second Class
2,Cleats,USCA,1.799999952,0.140000001,US Center ,PENDING,59.99000168,Second Class
2,Men's Footwear,USCA,3.900000095,0.02,West of USA ,PENDING,129.9900055,Second Class
2,Men's Footwear,USCA,5.199999809,0.5,East of USA,PENDING,129.9900055,Second Class
2,Cleats,USCA,2.400000095,0.330000013,US Center ,PENDING,59.99000168,Second Class
2,Men's Footwear,USCA,5.199999809,0.270000011,West of USA ,PENDING,129.9900055,Second Class
2,Men's Footwear,USCA,6.5,0.159999996,Canada,PENDING,129.9900055,Second Class
2,Cleats,USCA,3.0,0.100000001,South of  USA ,PENDING,59.99000168,Second Class
2,Men's Footwear,USCA,6.5,0.280000001,US Center ,PENDING,129.9900055,Second Class
2,Cleats,USCA,3.299999952,0.189999998,South of  USA ,PENDING,59.99000168,Second Class
2,Cleats,USCA,3.299999952,0.189999998,West of USA ,PENDING,59.99000168,Second Class
2,Cleats,USCA,4.199999809,0.100000001,West of USA ,PENDING,59.99000168,Second Class
2,Men's Footwear,USCA,11.69999981,0.49000001,West of USA ,PENDING,129.9900055,Second Class
2,Men's Footwear,USCA,13.0,0.310000002,East of USA,PENDING,129.9900055,Second Class
2,Cleats,USCA,7.800000191,0.340000004,US Center ,PENDING,59.99000168,Second Class
2,Men's Footwear,USCA,19.5,0.349999994,South of  USA ,PENDING,129.9900055,Second Class
2,Cleats,USCA,10.80000019,0.49000001,South of  USA ,PENDING,59.99000168,Second Class
2,Men's Footwear,USCA,23.39999962,0.280000001,US Center ,PENDING,129.9900055,Second Class
2,Cleats,USCA,15.0,-0.560000002,West of USA ,PENDING,59.99000168,Second Class
2,Women's Apparel,USCA,0.0,0.460000008,East of USA,PENDING,50.0,Second Class
2,Shop By Sport,USCA,1.600000024,0.25999999,East of USA,PENDING,39.99000168,Second Class
2,Women's Apparel,USCA,2.5,-0.230000004,West of USA ,PENDING,50.0,Second Class
2,Women's Apparel,USCA,6.5,0.289999992,South of  USA ,PENDING,50.0,Second Class
2,Women's Apparel,USCA,7.5,-0.670000017,East of USA,PENDING,50.0,Second Class
2,Women's Apparel,USCA,8.0,0.349999994,US Center ,PENDING,50.0,Second Class
2,Women's Apparel,USCA,9.0,0.109999999,US Center ,PENDING,50.0,Second Class
2,Shop By Sport,USCA,10.0,-0.639999986,South of  USA ,PENDING,39.99000168,Second Class
2,Accessories,USCA,2.25,0.090000004,East of USA,PENDING,24.98999977,Second Class
2,Camping & Hiking,USCA,0.0,0.340000004,West of USA ,PENDING,299.980011,Second Class
2,Camping & Hiking,USCA,6.0,0.469999999,West of USA ,PENDING,299.980011,Second Class
2,Camping & Hiking,USCA,12.0,-0.029999999,East of USA,PENDING,299.980011,Second Class
2,Camping & Hiking,USCA,12.0,0.109999999,East of USA,PENDING,299.980011,Second Class
2,Camping & Hiking,USCA,21.0,0.289999992,South of  USA ,PENDING,299.980011,Second Class
2,Camping & Hiking,USCA,30.0,0.129999995,US Center ,PENDING,299.980011,Second Class
2,Camping & Hiking,USCA,39.0,0.479999989,East of USA,PENDING,299.980011,Second Class
2,Camping & Hiking,USCA,48.0,0.25,US Center ,PENDING,299.980011,Second Class
2,Camping & Hiking,USCA,60.0,0.079999998,US Center ,PENDING,299.980011,Second Class
2,Camping & Hiking,USCA,75.0,0.109999999,West of USA ,PENDING,299.980011,Second Class
2,Cardio Equipment,USCA,7.0,0.360000014,West of USA ,PROCESSING,99.98999786,Second Class
2,Cardio Equipment,USCA,16.0,0.289999992,West of USA ,PROCESSING,99.98999786,Second Class
2,Men's Footwear,USCA,0.0,0.479999989,East of USA,PROCESSING,129.9900055,Second Class
2,Men's Footwear,USCA,0.0,0.469999999,South of  USA ,PROCESSING,129.9900055,Second Class
2,Men's Footwear,USCA,1.299999952,0.340000004,South of  USA ,PROCESSING,129.9900055,Second Class
2,Men's Footwear,USCA,1.299999952,-0.200000003,West of USA ,PROCESSING,129.9900055,Second Class
2,Men's Footwear,USCA,2.599999905,0.100000001,South of  USA ,PROCESSING,129.9900055,Second Class
2,Men's Footwear,USCA,2.599999905,-0.01,US Center ,PROCESSING,129.9900055,Second Class
2,Men's Footwear,USCA,11.69999981,0.379999995,East of USA,PROCESSING,129.9900055,Second Class
2,Men's Footwear,USCA,11.69999981,0.300000012,US Center ,PROCESSING,129.9900055,Second Class
2,Cleats,USCA,6.0,0.460000008,East of USA,PROCESSING,59.99000168,Second Class
2,Men's Footwear,USCA,13.0,0.079999998,East of USA,PROCESSING,129.9900055,Second Class
2,Men's Footwear,USCA,15.60000038,-0.270000011,East of USA,PROCESSING,129.9900055,Second Class
2,Men's Footwear,USCA,22.10000038,0.289999992,West of USA ,PROCESSING,129.9900055,Second Class
2,Men's Footwear,USCA,23.39999962,0.330000013,West of USA ,PROCESSING,129.9900055,Second Class
2,Men's Footwear,USCA,23.39999962,0.100000001,West of USA ,PROCESSING,129.9900055,Second Class
2,Men's Footwear,USCA,23.39999962,-0.930000007,West of USA ,PROCESSING,129.9900055,Second Class
2,Shop By Sport,USCA,4.0,-0.109999999,West of USA ,PROCESSING,39.99000168,Second Class
2,Shop By Sport,USCA,6.400000095,-2.599999905,US Center ,PROCESSING,39.99000168,Second Class
2,Shop By Sport,USCA,6.400000095,-0.769999981,West of USA ,PROCESSING,39.99000168,Second Class
2,Accessories,USCA,5.0,-0.01,East of USA,PROCESSING,24.98999977,Second Class
2,Camping & Hiking,USCA,6.0,0.280000001,South of  USA ,PROCESSING,299.980011,Second Class
2,Camping & Hiking,USCA,9.0,0.479999989,South of  USA ,PROCESSING,299.980011,Second Class
2,Camping & Hiking,USCA,9.0,0.050000001,West of USA ,PROCESSING,299.980011,Second Class
2,Camping & Hiking,USCA,15.0,0.349999994,US Center ,PROCESSING,299.980011,Second Class
2,Camping & Hiking,USCA,21.0,0.25999999,West of USA ,PROCESSING,299.980011,Second Class
2,Camping & Hiking,USCA,27.0,0.059999999,West of USA ,PROCESSING,299.980011,Second Class
2,Camping & Hiking,USCA,30.0,-0.800000012,East of USA,PROCESSING,299.980011,Second Class
2,Camping & Hiking,USCA,30.0,0.270000011,East of USA,PROCESSING,299.980011,Second Class
2,Camping & Hiking,USCA,51.0,0.059999999,West of USA ,PROCESSING,299.980011,Second Class
2,Camping & Hiking,USCA,54.0,0.090000004,West of USA ,PROCESSING,299.980011,Second Class
2,Camping & Hiking,USCA,60.0,-0.079999998,East of USA,PROCESSING,299.980011,Second Class
2,Camping & Hiking,USCA,60.0,0.430000007,South of  USA ,PROCESSING,299.980011,Second Class
2,Camping & Hiking,USCA,60.0,0.330000013,US Center ,PROCESSING,299.980011,Second Class
2,Camping & Hiking,USCA,75.0,0.5,West of USA ,PROCESSING,299.980011,Second Class
2,Cleats,USCA,1.799999952,0.340000004,West of USA ,SUSPECTED_FRAUD,59.99000168,Second Class
2,Men's Footwear,USCA,20.79999924,0.050000001,East of USA,SUSPECTED_FRAUD,129.9900055,Second Class
2,Men's Footwear,USCA,32.5,0.25999999,West of USA ,SUSPECTED_FRAUD,129.9900055,Second Class
2,Women's Apparel,USCA,6.0,0.300000012,East of USA,SUSPECTED_FRAUD,50.0,Second Class
2,Camping & Hiking,USCA,12.0,0.170000002,West of USA ,SUSPECTED_FRAUD,299.980011,Second Class
2,Camping & Hiking,USCA,21.0,0.289999992,West of USA ,SUSPECTED_FRAUD,299.980011,Second Class
2,Cleats,Africa,0.0,0.449999988,Central Africa,CANCELED,59.99000168,Second Class
2,Shop By Sport,Africa,5.599999905,-0.029999999,West Africa,PENDING,39.99000168,Second Class
2,Women's Apparel,Africa,16.0,0.01,North Africa,PENDING,50.0,Second Class
2,Shop By Sport,Africa,16.0,0.360000014,Central Africa,PENDING,39.99000168,Second Class
2,Cardio Equipment,Africa,4.0,0.479999989,West Africa,PROCESSING,99.98999786,Second Class
2,Cardio Equipment,Africa,36.0,0.349999994,West Africa,PROCESSING,99.98999786,Second Class
2,Cleats,Africa,2.400000095,0.349999994,Southern Africa,PROCESSING,59.99000168,Second Class
2,Cleats,Africa,19.20000076,0.100000001,North Africa,PROCESSING,59.99000168,Second Class
2,Cleats,Africa,20.39999962,0.49000001,North Africa,PROCESSING,59.99000168,Second Class
2,Girls' Apparel,Africa,1.600000024,-0.170000002,West Africa,PROCESSING,39.99000168,Second Class
2,Shop By Sport,Africa,3.200000048,0.5,East Africa,PROCESSING,39.99000168,Second Class
2,Cardio Equipment,Europe,0.0,0.25999999,Southern Europe,CANCELED,99.98999786,Second Class
2,Women's Apparel,Europe,0.0,0.460000008,Western Europe,CANCELED,50.0,Second Class
2,Women's Apparel,Europe,17.0,0.389999986,Western Europe,CANCELED,50.0,Second Class
2,As Seen on  TV!,Europe,20.0,0.109999999,Western Europe,PENDING,99.98999786,Second Class
2,Cardio Equipment,Europe,34.0,-0.400000006,Northern Europe,PENDING,99.98999786,Second Class
2,Cardio Equipment,Europe,40.0,0.129999995,Northern Europe,PENDING,99.98999786,Second Class
2,Cleats,Europe,6.599999905,0.469999999,Southern Europe,PENDING,59.99000168,Second Class
2,Cleats,Europe,21.60000038,0.050000001,Southern Europe,PENDING,59.99000168,Second Class
